season	daytype	route_id	route_pattern_id	route_pattern_sort_order	direction_id	route_pattern_name	halfhour	stop_sequence	stop_id	checkpoint_id	checkpoint_or_stop_name	nextstop	paxhourstotal	paxhoursuncomfortable
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	1	175	copst	Copley (Bus)	143	0.016	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	2	143			144	0.015	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	3	144			145	0.015	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	4	145			146	0.016	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	5	146			147	0.015	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	6	147			148	0.015	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	7	148	slvwa	Silver Line @ Washington Street	11481	0.016	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	8	11481			151	0.043	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	9	151	brway	Broadway Station	152	0.032	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	10	152			153	0.025	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	11	153			11532	0.024	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	12	11532			154	0.023	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	13	154			155	0.024	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	14	155			156	0.02	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	15	156			157	0.02	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	16	157	perks	Perkins Square (Dorchester) @ Broadway (Southbound)	21	0.023	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	17	21			22	0.018	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	18	22			23	0.012	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	5:30:00	19	23			24	0.011	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	1	175	copst	Copley (Bus)	143	0.061	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	2	143			144	0.053	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	3	144			145	0.047	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	4	145			146	0.055	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	5	146			147	0.048	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	6	147			148	0.041	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	7	148	slvwa	Silver Line @ Washington Street	11481	0.033	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	8	11481			151	0.032	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	9	151	brway	Broadway Station	152	0.07	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	10	152			153	0.051	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	11	153			11532	0.051	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	12	11532			154	0.051	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	13	154			155	0.047	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	14	155			156	0.042	0
Fall 2017	weekday	9	9-_-0	9000008	0	City Point	6:00:00	15	156			157	0.051	0
