season,sdp_route,route,direction,daytype,halfhour,paxhourstotal,paxhoursuncomfortable,planned_frequency,day_to_day_demand_variability,dropped_trips,within_day_demand_variability,headway_variability
Fall 2017,1,1,0,weekday,14,27.64168371,0.38630631,0,0.178565849,0,0.107913092,0.099827369
Fall 2017,1,1,0,weekday,14.5,26.71630237,0.951117215,0,0.036116873,0.455149006,0.212565578,0.247285759
Fall 2017,1,1,0,weekday,15,32.48283711,1.284170885,0,0.308319319,0,0.63497641,0.340875156
Fall 2017,1,1,0,weekday,15.5,43.30370247,2.475761934,0,0.039869136,0,2.435892798,0
Fall 2017,1,1,0,weekday,16,41.58922023,4.407477229,0,0.19866701,0.905875389,0.753818627,2.549116203
Fall 2017,1,1,0,weekday,16.5,51.77195597,8.372368827,0,0.728621374,0.037354689,4.947831976,2.658560789
Fall 2017,1,1,0,weekday,17,59.23966838,11.66124163,0,1.450562848,0.483296473,5.446160285,4.281222026
Fall 2017,1,1,0,weekday,17.5,60.79248697,13.28847366,0,2.614025328,1.579012383,1.517419167,7.578016784
Fall 2017,1,1,0,weekday,18,53.9524677,9.66918882,0,0.381871683,1.014199348,5.385421718,2.887696072
Fall 2017,1,1,0,weekday,18.5,40.279857,5.800217661,0,0.269757048,0.139625783,3.690464277,1.700370554
Fall 2017,1,1,0,weekday,19,31.88991043,2.618484156,0,0,0.624161488,1.416533114,0.577789554
Fall 2017,1,1,0,weekday,19.5,26.37741739,1.748543827,0,0.023211797,0.437289746,1.11670224,0.171340045
Fall 2017,1,1,0,weekday,20,21.67096749,1.581267936,0,0.008051715,0.170428601,1.40278762,0
Fall 2017,1,1,0,weekday,20.5,17.93530285,0.983812311,0,0.315939001,0,0.667873311,0
Fall 2017,1,1,0,weekday,21,18.19476653,2.794174211,0,0.471456515,0.896294697,0,1.426422999
Fall 2017,1,1,0,weekday,21.5,13.16449575,0.937131962,0,0.130506676,0.356408139,0.379821963,0.070395185
Fall 2017,1,1,0,weekday,22,14.59629537,1.728422531,0,0.547497622,0.478527292,0.179123092,0.523274525
Fall 2017,1,1,0,weekday,22.5,13.07669952,2.106250823,0,0.367100892,0.268542558,0.03111878,1.439488593
Fall 2017,1,1,0,weekday,23,7.991662791,0.249355933,0,0.00859297,0,0.008613549,0.232149414
Fall 2017,1,1,0,weekday,23.5,4.857051372,0,0,0,0,0,0
Fall 2017,1,1,0,weekday,24,3.020261728,0.013028018,0,0,0.013028018,0,0
Fall 2017,1,1,0,weekday,24.5,1.282026852,0,0,0,0,0,0
Fall 2017,1,1,0,weekday,25,0.07626406,0,0,0,0,0,0
Fall 2017,1,1,0,weekday,25.5,0.086333848,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,4.5,,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,5,1.780514095,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,5.5,3.904364026,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,6,7.995738855,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,6.5,15.54551951,0.263234328,0,0,0.089642661,0,0.173591667
Fall 2017,1,1,1,weekday,7,26.51636451,0.580451783,0,0,0.262575172,0,0.317876612
Fall 2017,1,1,1,weekday,7.5,34.01204256,3.015977469,0,1.485063544,0,0.505049317,1.025864608
Fall 2017,1,1,1,weekday,8,48.63170741,9.431091324,0,1.843788485,1.596271211,0.511769246,5.479262382
Fall 2017,1,1,1,weekday,8.5,53.72346032,13.18222449,0,4.84047461,0,1.757901467,6.583848408
Fall 2017,1,1,1,weekday,9,37.1493297,4.807407853,0,0.469661801,0.67960873,1.521719232,2.136418091
Fall 2017,1,1,1,weekday,9.5,33.42885871,0.854312723,0,0.014522106,0.171243978,0.668546639,0
Fall 2017,1,1,1,weekday,10,27.34815991,0.101535768,0,0.050954321,0,0,0.050581447
Fall 2017,1,1,1,weekday,10.5,21.62780466,0.038646433,0,0,0.011812689,0,0.026833745
Fall 2017,1,1,1,weekday,11,24.68593728,0.209832613,0,0.021391146,0,0.188441467,0
Fall 2017,1,1,1,weekday,11.5,21.94795055,0.009543964,0,0,0,0.009543964,0
Fall 2017,1,1,1,weekday,12,23.78269143,0.573480521,0,0.034255384,0.363352538,0,0.1758726
Fall 2017,1,1,1,weekday,12.5,28.12995158,0.678297874,0,0.448303373,0,0,0.229994501
Fall 2017,1,1,1,weekday,13,28.30798107,0.356762894,0,0.281108179,0,0,0.075654716
Fall 2017,1,1,1,weekday,13.5,29.16232281,0.236615672,0,0.085992107,0.026883854,0,0.123739712
Fall 2017,1,1,1,weekday,14,29.07907668,0.903628464,0,0,0.335053635,0,0.568574829
Fall 2017,1,1,1,weekday,14.5,39.75401176,0.994821365,0,0.284171683,0,0.648076278,0.062573404
Fall 2017,1,1,1,weekday,15,39.93910813,1.227877641,0,0.863388772,0,0.003594112,0.360894757
Fall 2017,1,1,1,weekday,15.5,42.10219328,2.489449177,0,0.92619387,0,0.451602529,1.111652778
Fall 2017,1,1,1,weekday,16,44.43386279,2.633851646,0,0.058118176,0.780773817,1.794959653,0
Fall 2017,1,1,1,weekday,16.5,57.66822263,3.732644342,0,0.807578937,0,2.917863699,0.007201706
Fall 2017,1,1,1,weekday,17,58.99333885,6.983865672,0,0,2.615698418,3.645820719,0.722346536
Fall 2017,1,1,1,weekday,17.5,63.00339184,12.17442569,0,5.343236462,0,0.646416781,6.184772443
Fall 2017,1,1,1,weekday,18,51.67915261,4.898031344,0,0,1.40735368,0.517520354,2.97315731
Fall 2017,1,1,1,weekday,18.5,45.80582572,3.252776989,0,0.153943953,0,2.544211487,0.554621549
Fall 2017,1,1,1,weekday,19,32.98282109,1.580073148,0,0.165201692,0,0.107361498,1.307509958
Fall 2017,1,1,1,weekday,19.5,25.37284657,0.610390569,0,0,0.017225617,0.301564107,0.291600845
Fall 2017,1,1,1,weekday,20,18.63710947,0.151891564,0,0,0.063157716,0.067820413,0.020913435
Fall 2017,1,1,1,weekday,20.5,17.00143107,0.162126955,0,0,0.088281173,0.073845782,0
Fall 2017,1,1,1,weekday,21,16.61931307,0.190517558,0,0.016962906,0.044746834,0.024349081,0.104458738
Fall 2017,1,1,1,weekday,21.5,18.41641163,0.679884568,0,0.017601475,0.185655247,0.203780073,0.272847773
Fall 2017,1,1,1,weekday,22,14.7789442,0.319775686,0,0,0.017537792,0.12898712,0.173250774
Fall 2017,1,1,1,weekday,22.5,13.42775552,0.149782133,0,0,0,0.036893607,0.112888526
Fall 2017,1,1,1,weekday,23,11.19762263,0.006546296,0,0,0,0,0.006546296
Fall 2017,1,1,1,weekday,23.5,8.033474074,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,24,5.111792798,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,24.5,3.102140329,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,25,1.132870748,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,25.5,0.112767113,0,0,0,0,0,0
Fall 2017,1,1,1,weekday,26,0,0,0,0,0,0,0
